uniprot_id,gene,protein,description,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S05_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post
O95870,ABHD16A,ABHGA_HUMAN,Phosphatidylserine lipase ABHD16A,14.852728527821016,14.914782991038107,15.017730710055273,15.62069488188997,14.192702378032864,15.316700946091338,15.889558210183274,15.180047106536726,15.108151449064582,14.77885048462081,15.8367785573504,14.420744091432995,15.629753343576333,14.728670918937125,15.415516030371048,14.784078033733874,15.10514126987475,14.927468467072377,15.326301206614596,15.399303948172728,14.844044439693835,14.030720384367582,14.940098711188964,14.96077812220647,14.63185004622586,14.999766154124403,14.014280911538602,14.324736970425672,14.90959947428533,14.4934566936665,13.750363744929295,14.645491134728488,14.69714203603956,14.705263209307697,14.850893195959959,14.758216986076777,14.784651772167722,14.750000909807035,14.632131835713647,14.69176009484386,14.746479683205019,14.7631608962498,14.70052555716961,15.305471758921076,14.714983318148208,14.654103833492092,14.86396151505379,14.67289825195869,15.144824515781064,14.758355467028311,14.767302841810158,14.818962272856963,14.70078372375345,14.763049381304803,14.682677980361015,14.248080771100812,14.67339662731015,14.683372122900234,14.695645869195197,14.722706037246232,14.66635519166751,14.64378962898273
Q9BV23,ABHD6,ABHD6_HUMAN,Monoacylglycerol lipase ABHD6,19.72625211105501,18.47653641589845,19.79448633045152,20.359089395810027,20.180943291722073,20.11256715748526,20.24372616956782,19.98248685775974,19.614102054412108,19.31347699751472,19.73539873147503,18.600264981799175,19.042313268980255,19.345449927120026,20.25323465668588,19.424984626337153,18.40410582973614,19.31946521513674,20.10641263209511,20.13151148321301,19.993308505677295,20.207877549736946,20.45799010437855,19.74154374714144,19.81655117387852,19.812960528499175,19.157271099485055,18.79697317082746,19.762985748181865,19.222444585291868,20.023581936895692,19.895510299224963,20.06551787117744,20.261124792616812,20.42993011613114,21.23998182767627,20.22328288702466,20.054542938296557,20.4813470385662,19.92392402145925,19.877768020640843,20.680683065341206,21.38183216400003,20.47358426158109,20.17061269057907,20.09086867330819,19.99361561167204,20.29528266358664,20.343356149472495,20.545300801380748,21.333717995165426,20.994473656105335,20.34197835080369,20.47606109303492,19.86968671892293,20.30913981039659,20.259830081094428,20.253566473083232,20.635412001827792,20.079645860543348,20.65031271193462,20.444776758477865
Q6H8Q1,ABLIM2,ABLM2_HUMAN,Actin-binding LIM protein 2,14.304575724202682,13.896939622527618,15.109066642048752,14.572767823001474,14.520305199256375,13.640097325192636,14.537730958112776,14.483971772215217,14.22315330322628,14.409465035319856,13.372165351755784,14.76985181128992,14.215916027092836,14.185201029025242,14.181666026060382,13.652620059182048,14.534628295694926,14.345195090717999,13.541494551054551,13.956136566780945,14.449838675095126,14.108824393932162,14.304085464603409,14.198507554833967,13.668229285537064,13.78132256824031,15.424945430448112,14.240208261007751,14.501577585454982,14.323438983606811,14.739993787753745,15.303484776187872,14.13113682036318,14.207497174657387,14.546071135795234,14.768810748793578,14.582195703140549,14.488773655880745,15.42568457638653,14.707313231427111,14.046668153242551,14.35397654426622,14.505671354596586,15.135397078443194,14.75386758058942,16.039774579386055,14.09257659102948,14.871574749152476,14.189270184473871,14.339028887477468,16.52146141846447,14.631808867752188,14.8878578939477,14.46028950147417,14.430736758466551,13.36919905278611,13.698831444864776,14.211206249787686,14.273925123038357,14.496489467600584,14.894182994059213,15.331523397746716
Q15018,ABRAXAS2,ABRX2_HUMAN,BRISC complex subunit Abraxas 2,16.535451937601493,16.71511598340545,17.120830752569656,16.662522050619852,16.71422129919615,16.697200741059003,17.24855686958928,17.200474926528152,17.293425887295232,17.065377364191722,17.24861231479052,17.155103442959145,17.003586418652237,17.04544673594485,17.111415184637078,16.867652849744175,16.63663200065381,16.8666940990859,16.856280167055605,17.12176046454981,16.87135187640288,17.108829093295917,17.05167045219884,17.25886698352994,16.9414303481856,16.78609415949943,17.094615209704767,17.040410314705248,17.094038454213617,16.945346827518584,16.676390146357587,16.791306570430606,16.895260570805704,16.348090012083407,16.914280842461856,17.016948874459835,16.92933888637027,16.944940026585044,16.903454924519316,17.150121362681286,17.06849849082085,16.879956988142258,16.839939084943076,16.94049562623574,16.56609105480655,16.674844759655905,16.995413336976586,16.580516070672513,17.06240156137478,16.87873584496708,16.877702127153235,16.8253443740225,16.836037672468414,16.946726092556673,16.29823134855212,16.806960180828387,16.909119629274397,17.171487378550175,16.84214941840713,16.633240959783254,17.179315696567272,16.94072871634698
P09110,ACAA1,THIK_HUMAN,"3-ketoacyl-CoA thiolase, peroxisomal",20.428813347547155,20.069136209350138,20.13684103777323,20.71265026404142,19.693961854966545,20.121227547087003,19.270784704026557,20.14894770014623,20.682014452472067,20.205940298393077,20.37640364339106,19.515806997218032,20.514943468421425,19.865409422141376,20.62220689274223,20.13545116353272,20.328087197615567,20.234791719651515,20.384761744107426,19.934276917974326,20.126334048338222,19.886496733481053,20.273990131750352,20.70204905782003,20.32479083855636,20.161953529860824,19.73070833314619,18.97050178972608,19.97191255040936,19.909949442655225,19.634746939931276,19.66438705799403,19.599043874389064,20.02147683913762,20.131802245320458,20.25791898576803,20.15017457296308,19.987057110130817,20.14456197104604,20.12383050929042,19.67020034738004,19.99599620572809,20.54998248522027,19.99890177075156,19.08769288282121,19.69237253072184,19.99727214830167,20.031333189097477,19.72263607830937,19.982620663449374,20.26308167680996,20.48141553723085,19.9561855448671,19.9884316020751,19.711678171352332,19.84864780545489,19.999738143320428,19.882219944443708,20.078193952092946,20.325888014147992,19.49686166502638,20.218599299200747
P42765,ACAA2,THIM_HUMAN,"3-ketoacyl-CoA thiolase, mitochondrial",24.53648120765325,24.473950567212764,24.79921042296402,25.05843413243044,24.68238929964146,25.30741721314748,24.135473116823466,24.210879087493748,24.857916541821822,24.489401747370927,24.39592236990694,24.11678195933806,25.006740912002215,24.45057543705029,25.18046984782314,24.265603823077416,24.875409938885927,24.716220950253195,24.999618052560425,24.45381984219707,24.74394131326824,24.274460744078212,24.437057952514984,25.063417913075767,24.44286242534157,24.515814716146444,24.260840440764216,24.185954173092536,24.226388442777285,24.120412143897664,24.750930276416444,23.793545207196285,24.55300478332562,23.79754791737128,24.368607501384904,23.93006748930314,24.57474341772028,24.13008944915591,24.38331818823736,23.922330873900847,24.526706143153664,24.251589917144543,24.25909833433475,24.145133592362225,24.317107039541423,24.48950863737771,24.90431206691077,24.254300128657743,24.09347232678689,24.203330425350465,24.70708083932921,23.890478417534435,24.16784624340981,24.372147104267363,24.36659394178688,24.18164202800805,24.235592334231363,24.217100405815437,24.157511134930868,23.828716913667584,24.61877132844877,24.201818218616644
Q13085,ACACA,ACACA_HUMAN,Acetyl-CoA carboxylase 1,24.108459666091335,24.19931520808552,24.178043055273196,24.23451766085767,24.36102448937172,24.18507437539232,24.27284846366586,24.307379094950907,23.97587725031893,24.02398545727801,23.96905758885607,23.553679844984114,23.639219556186696,23.66521182935051,24.201216826598127,23.581915826017458,23.97386653910208,23.99561533276971,24.552751889482135,24.086697669371738,24.426692218757157,24.33373201749147,24.495528722005236,24.14940460648206,24.163571759005126,23.655097262676524,23.947967301374884,23.41735575163356,23.863270303030756,24.29947408265744,23.540737037444305,24.139896050891807,24.55012323050548,24.331275836990688,24.428108606678617,24.527129792262965,24.259357921782023,24.249550109833773,24.427565947849885,24.14293314978282,23.04603147193311,24.145464361432992,24.68463626418904,24.202097651394293,23.79112377827852,23.738582031654246,23.859832023778974,23.938306859781076,24.58843501499966,24.18751039965628,24.97252680583957,25.520067019471995,23.312614587480287,24.55859080402869,23.955803035575418,25.026615936022715,24.858922933467756,24.945182998170065,24.648885119596084,24.612302637261212,23.59072260478861,24.335295293110892
Q9UKU7,ACAD8,ACAD8_HUMAN,"Isobutyryl-CoA dehydrogenase, mitochondrial",20.35980515300624,21.204042540120295,21.333910890728355,21.606522513130344,20.572083197770613,21.070276329570923,20.52189804075907,21.06927891305795,21.043287688538054,20.99077725711436,20.832420895507948,20.80669496616603,21.12137007768695,21.13197640523572,21.16504231963092,21.129379339607254,21.112910435850033,21.727496314644352,21.5923596110667,21.14798199022801,20.59958532207159,21.01896811703052,21.233019191464624,21.03011209573714,21.235661440315702,21.49310320102025,20.516203405916816,20.969730018101796,20.74010882410584,20.376710701621946,20.728928844503294,20.53634480654739,20.94237956156613,19.984025842468306,20.531528287782045,20.11204540309524,20.99349180167785,20.7669139371272,20.591737679278424,20.07232947324116,20.284578461211694,20.906517489038677,20.652442702828203,20.38595440963337,20.463970835765714,21.040013331474427,20.187936893278845,20.526034612381327,19.71916476738875,20.611880940609463,20.41395601003623,20.19777990785018,20.263316479068436,20.71646576642613,20.551695792262272,20.04386858233733,20.41997602643075,20.3926997466649,20.46307300475685,20.820640789585564,20.712426652922233,20.4558998083553
Q9H845,ACAD9,ACAD9_HUMAN,"Complex I assembly factor ACAD9, mitochondrial",18.04085408910674,17.801078347221104,18.398988220886867,18.55012155590232,17.529512278269618,18.57544539787128,17.87866541416777,17.30494462551093,17.846790620120604,18.29849661056857,18.36019839537291,17.618531803645496,17.936974699543804,18.34879410111982,16.958124718370364,18.39752509385936,17.374264837495243,18.390049131476825,18.782214716664782,17.832185464034456,17.650261677700765,18.139329343208676,18.164423580623858,17.699050071688006,18.478180157588103,18.40438242334672,17.76027200687268,17.550108249347453,17.724082532707968,17.188333271115663,17.72882562371276,17.806663376425306,18.30332732819883,17.86320855204805,18.351783895602363,18.176931556266087,18.36352030389735,17.577381730881104,17.50000494925001,17.631229404064193,17.900740554195227,18.02030436445061,17.997684857230485,18.12522195223842,17.47049944254859,17.735248695364426,17.615763811791957,17.79497446456696,17.17436521370619,18.305280269219324,17.978458650170182,17.3962864489985,17.90254221768105,18.04220539085526,17.477443215751382,17.56910250458961,17.449479944972268,17.85429525193384,17.830570568900274,18.450495787304146,17.767136504845826,17.881854926384644
P11310,ACADM,ACADM_HUMAN,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",24.449150303079875,24.680417937934592,24.939459870308937,25.22559881471926,24.507824380562795,25.06988694488724,24.36392223173926,24.353291687662896,24.73616320584476,25.103980988401116,25.107633459368348,24.19466714492551,24.608873062976183,24.54277767622927,24.064099362159137,24.675770386289415,24.587316516046663,25.09838366245192,25.209340883780065,24.66715356090309,24.521969888224103,24.777354537743285,24.227988243407587,24.766038273698054,25.42102334874083,25.067284473909325,24.38746122219027,24.81693829763913,24.624412768514546,24.572258771401305,24.09552423030094,23.19819673155311,24.39829993611301,24.156694822939897,24.329082238957064,24.35585019006466,24.46135289045701,23.78820068624535,24.392862546054698,23.372355454743925,24.597807921414823,24.102689822150637,23.72199719178233,24.384601915759475,23.379309965358527,24.04540914006432,23.99237640064641,23.47316076696334,24.36455466501723,24.96026698509912,24.861052228591877,24.06371387548588,24.50109508008633,23.94723012722392,24.326506657286163,23.917677556565895,24.398055125230133,24.575996527806954,23.687953276356552,24.539087647928817,23.435294150134276,23.78060426783358
P16219,ACADS,ACADS_HUMAN,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",24.446147353907595,25.206332084550077,25.670394462201617,24.812674432188977,24.376805191137745,24.856160431395693,24.52044999831849,24.316416737299093,25.325810553192596,24.763778603914403,25.50255774297994,24.7199777301853,25.216385606278017,24.837625428056633,24.836031207478214,24.61821041612754,25.12055434863126,25.61060837602634,24.77343771670095,24.1727852255812,23.77356551458062,24.82926581837098,24.20719659761942,25.181319104885905,24.73032771438305,25.4791000263986,24.37695590167107,24.697092307129218,23.520244653292306,23.253553834057353,25.042044000658827,24.21577340528984,24.66078583377729,24.48323846197285,24.10387835294721,24.36356016086704,24.812981795088163,24.472341523950213,22.925876703366185,23.721750618196285,24.080399468239868,24.665556144636312,24.86391549740025,24.862045220606245,23.908882060180613,25.10116983909156,25.09720855532233,24.423592893308125,23.873225579633697,24.205621379884025,24.949523509399658,24.27664513249111,24.774084815157448,24.562005933084357,23.034081603026827,23.700432122618366,23.890455100703775,24.7141675656853,24.6984598975018,24.777981341507935,23.425156811605753,24.436713325114177
P45954,ACADSB,ACDSB_HUMAN,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",22.68669430446647,22.57303674017901,22.979644581221272,23.065762546644024,21.957272235171548,22.71089525051084,21.803648057622425,22.4758612100438,22.285888145747943,22.70882572637049,22.61115566165026,21.000764918436563,22.61853648855925,22.88124739519777,22.183135975085577,22.811349771208462,22.38238750164502,23.052820757736956,22.94934925423915,21.940716071385463,21.822906308451625,22.516520330479995,22.342872820386205,22.38669649956031,22.69265104017693,22.737659343338414,21.181024856388344,22.461531441233895,21.99146362427533,21.688887733137413,21.671381154461788,21.183185712667576,22.32863288241128,22.21051838663582,21.44073605976614,21.8893494326792,21.824847477956236,22.454607406548252,22.352728333138582,21.47303556070608,22.36037088872488,22.426271282746463,22.161779002343643,22.601563609211013,21.019917410844187,22.552300474305405,21.637820746637836,21.41836756775421,21.84425303321459,22.623098864784083,22.90659013617626,21.58869732622973,21.71663325134751,22.252363629368126,22.168929313801677,21.87557406491353,22.217983955399788,22.583727266375977,21.90046670409314,22.632339647346395,21.316538903457715,21.785452004647233
P49748,ACADVL,ACADV_HUMAN,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",25.77734608012549,25.92193446926053,25.96482207547547,26.37421944816507,25.655974609234313,26.46265134959453,25.545411145904684,25.65471362915991,25.782340457554653,25.89585339815758,26.10231234747581,25.42629029732175,25.989620549866444,25.70412323736278,25.70030372585123,25.732248729232,26.017543854679303,26.02511603424284,26.36570510136874,25.690181251063947,25.44640613396332,25.760296944816428,25.593719553983583,25.580021576291497,26.0809968416615,26.052693072811735,25.497530823778902,25.60148218012798,25.674759897785,25.586349401759335,25.740209187575413,25.24360603238886,26.02134548647138,25.41170855853284,25.877863139344942,25.63504841320636,25.91296042591641,25.683126491763048,25.680742378787222,25.09721885600513,25.540991305980423,25.56480012147862,25.617877901914728,25.671599036434447,25.19049554975329,26.102118798181657,25.671199929665026,25.410545747619523,25.63517380049916,25.666247055426417,25.852837690575928,25.71455852289909,25.59508925603558,25.63520075473871,25.725355131769067,25.341907341994524,25.569188832429244,25.644512622150184,25.34351371161314,25.19939557809272,25.190213672773616,25.63970144618339
