uniprot_id,gene,group,z,module
P55072,VCP,Old_Pre,-0.8639555408566936,blue
P55072,VCP,Old_Post,-0.8343485773662981,blue
P07437,TUBB,Young_Pre,-0.5004758260704513,blue
P07437,TUBB,Young_Post,1.2664263427194729,blue
P07437,TUBB,Old_Pre,-1.0357953595039442,blue
P07437,TUBB,Old_Post,0.26984484285487886,blue
P35998,PSMC2,Young_Pre,0.42202479710461693,blue
P35998,PSMC2,Young_Post,1.2028768644403194,blue
P35998,PSMC2,Old_Pre,-0.9780250056568004,blue
P35998,PSMC2,Old_Post,-0.6468766558881589,blue
P45974,USP5,Young_Pre,-0.3010263561014598,blue
P45974,USP5,Young_Post,1.4575614899364504,blue
P45974,USP5,Old_Pre,-0.8192145300537343,blue
P45974,USP5,Old_Post,-0.3373206037812563,blue
Q99584,S100A13,Young_Pre,-0.4721631660705473,blue
Q99584,S100A13,Young_Post,1.3403319070555049,blue
Q99584,S100A13,Old_Pre,-0.9834994422385518,blue
Q99584,S100A13,Old_Post,0.11533070125360012,blue
P09936,UCHL1,Young_Pre,0.19512981933977272,blue
P09936,UCHL1,Young_Post,1.3339057210259766,blue
P09936,UCHL1,Old_Pre,-0.847116314866809,blue
P09936,UCHL1,Old_Post,-0.6819192254989402,blue
Q14315,FLNC,Young_Pre,0.35769375990485247,blue
Q14315,FLNC,Young_Post,1.2374964408717866,blue
Q14315,FLNC,Old_Pre,-0.9824488867004895,blue
Q14315,FLNC,Old_Post,-0.6127413140761434,blue
P68104,EEF1A1,Young_Pre,0.23380633743479914,blue
P68104,EEF1A1,Young_Post,1.3124562466972645,blue
P68104,EEF1A1,Old_Pre,-0.8900269881743798,blue
P68104,EEF1A1,Old_Post,-0.6562355959576536,blue
Q99832,CCT7,Young_Pre,-0.07407541882701614,blue
Q99832,CCT7,Young_Post,1.377292288784474,blue
Q99832,CCT7,Old_Pre,-1.0040227355608724,blue
Q99832,CCT7,Old_Post,-0.2991941343965311,blue
Q14232,EIF2B1,Young_Pre,0.3733842143501874,blue
Q14232,EIF2B1,Young_Post,1.243227504586788,blue
Q14232,EIF2B1,Old_Pre,-0.8725432139079393,blue
Q14232,EIF2B1,Old_Post,-0.7440685050290764,blue
Q16082,HSPB2,Young_Pre,-0.09506953124337882,blue
Q16082,HSPB2,Young_Post,1.3074516711026032,blue
Q16082,HSPB2,Old_Pre,-1.1289705097679448,blue
Q16082,HSPB2,Old_Post,-0.08341163009126543,blue
P06703,S100A6,Young_Pre,-0.21576714569161362,blue
P06703,S100A6,Young_Post,1.3975931883375028,blue
P06703,S100A6,Old_Pre,-0.9793852991077815,blue
P06703,S100A6,Old_Post,-0.20244074353812327,blue
Q00610,CLTC,Young_Pre,-0.01894832809187341,blue
Q00610,CLTC,Young_Post,1.3925107827991774,blue
Q00610,CLTC,Old_Pre,-0.9288739494248971,blue
Q00610,CLTC,Old_Post,-0.4446885052824497,blue
Q9Y3A3,MOB4,Young_Pre,-0.03215723149627144,blue
Q9Y3A3,MOB4,Young_Post,1.41471222405714,blue
Q9Y3A3,MOB4,Old_Pre,-0.5466640774038782,blue
Q9Y3A3,MOB4,Old_Post,-0.8358909151569733,blue
O75369,FLNB,Young_Pre,0.46009559989980503,blue
O75369,FLNB,Young_Post,1.1643072278517015,blue
O75369,FLNB,Old_Pre,-1.0502753989324785,blue
O75369,FLNB,Old_Post,-0.574127428819028,blue
P21333,FLNA,Young_Pre,0.23859990439475232,blue
P21333,FLNA,Young_Post,1.2759471446557051,blue
P21333,FLNA,Old_Pre,-1.0471895363062649,blue
P21333,FLNA,Old_Post,-0.46735751274419274,blue
Q92973,TNPO1,Young_Pre,0.23184956517458474,blue
Q92973,TNPO1,Young_Post,1.2262881498837719,blue
Q92973,TNPO1,Old_Pre,-1.1646032158438588,blue
Q92973,TNPO1,Old_Post,-0.29353449921454505,blue
O00499,BIN1,Young_Pre,-0.2461676939609804,blue
O00499,BIN1,Young_Post,1.4759514609860802,blue
O00499,BIN1,Old_Pre,-0.5659802568591359,blue
O00499,BIN1,Old_Post,-0.663803510165964,blue
Q9Y696,CLIC4,Young_Pre,0.5088396249494895,blue
Q9Y696,CLIC4,Young_Post,1.1072671102776637,blue
Q9Y696,CLIC4,Old_Pre,-1.131427216861854,blue
Q9Y696,CLIC4,Old_Post,-0.48467951836533585,blue
P26641,EEF1G,Young_Pre,0.2617404512114472,blue
P26641,EEF1G,Young_Post,1.2461165788572948,blue
P26641,EEF1G,Old_Pre,-1.1016848927851839,blue
P26641,EEF1G,Old_Post,-0.4061721372835881,blue
P30837,ALDH1B1,Young_Pre,-0.20338062471901977,blue
P30837,ALDH1B1,Young_Post,1.4284328059340445,blue
P30837,ALDH1B1,Old_Pre,-0.9022152490778151,blue
P30837,ALDH1B1,Old_Post,-0.3228369321371844,blue
P50990,CCT8,Young_Pre,-0.8725658653428102,blue
P50990,CCT8,Young_Post,1.2480670760405108,blue
P50990,CCT8,Old_Pre,-0.740225403291896,blue
P50990,CCT8,Old_Post,0.36472419259433875,blue
Q8N3D4,EHBP1L1,Young_Pre,0.0743305878529972,blue
Q8N3D4,EHBP1L1,Young_Post,1.3651325511852759,blue
Q8N3D4,EHBP1L1,Old_Pre,-0.937517034000623,blue
Q8N3D4,EHBP1L1,Old_Post,-0.5019461050376648,blue
P35080,PFN2,Young_Pre,-0.07295936988382952,blue
P35080,PFN2,Young_Post,1.4302935276660491,blue
P35080,PFN2,Old_Pre,-0.7964791052754746,blue
P35080,PFN2,Old_Post,-0.56085505250674506,blue
O60271,SPAG9,Young_Pre,0.9697021523697995,blue
O60271,SPAG9,Young_Post,0.714081380870409,blue
O60271,SPAG9,Old_Pre,-1.098992937152386,blue
O60271,SPAG9,Old_Post,-0.5847905960878299,blue
Q9UBY9,HSPB7,Young_Pre,-0.041623235718636534,blue
Q9UBY9,HSPB7,Young_Post,1.3797662370067627,blue
Q9UBY9,HSPB7,Old_Pre,-0.9846656161756292,blue
Q9UBY9,HSPB7,Old_Post,-0.3534773851125082,blue
Q92616,GCN1,Young_Pre,-0.060195780998035284,blue
Q92616,GCN1,Young_Post,1.3762899906371198,blue
Q92616,GCN1,Old_Pre,-1.0016677861669867,blue
Q92616,GCN1,Old_Post,-0.3144264234720746,blue
P11021,HSPA5,Young_Pre,-0.31616510590903896,blue
P11021,HSPA5,Young_Post,1.4056439168832406,blue
P11021,HSPA5,Old_Pre,-0.9513859134972992,blue
P11021,HSPA5,Old_Post,-0.13809289747694117,blue
P68371,TUBB4B,Young_Pre,0.25301176980568285,blue
P68371,TUBB4B,Young_Post,1.308632321090762,blue
P68371,TUBB4B,Old_Pre,-0.8261009545591138,blue
P68371,TUBB4B,Old_Post,-0.7355431363373071,blue
Q13409,DYNC1I2,Young_Pre,-0.2056050739884605,blue
Q13409,DYNC1I2,Young_Post,1.4492263635760358,blue
Q13409,DYNC1I2,Old_Pre,-0.8269600351276065,blue
Q13409,DYNC1I2,Old_Post,-0.4166612544599361,blue
Q2TBA0,KLHL40,Young_Pre,0.5130180964172641,blue
Q2TBA0,KLHL40,Young_Post,1.123680884268979,blue
Q2TBA0,KLHL40,Old_Pre,-1.077927923949636,blue
Q2TBA0,KLHL40,Old_Post,-0.5587710567365853,blue
P29692,EEF1D,Young_Pre,-0.12693505652876907,blue
P29692,EEF1D,Young_Post,1.444269465940914,blue
P29692,EEF1D,Old_Pre,-0.7817286285241287,blue
P29692,EEF1D,Old_Post,-0.5356057808879302,blue
Q86VF7,NRAP,Young_Pre,0.535492123674527,blue
Q86VF7,NRAP,Young_Post,1.0949066541153518,blue
Q86VF7,NRAP,Old_Pre,-1.1196066136343434,blue
Q86VF7,NRAP,Old_Post,-0.5107921641555484,blue
Q07960,ARHGAP1,Young_Pre,0.25488267747965904,blue
Q07960,ARHGAP1,Young_Post,1.1372894100713122,blue
Q07960,ARHGAP1,Old_Pre,-1.2759722644181357,blue
Q07960,ARHGAP1,Old_Post,-0.11619982313283568,blue
P55036,PSMD4,Young_Pre,0.13577991754762594,blue
P55036,PSMD4,Young_Post,1.36208822788382,blue
P55036,PSMD4,Old_Pre,-0.7962362021705309,blue
P55036,PSMD4,Old_Post,-0.7016319432609407,blue
O00399,DCTN6,Young_Pre,0.30572727966671254,blue
O00399,DCTN6,Young_Post,1.2820410475429687,blue
O00399,DCTN6,Old_Pre,-0.8285067894250535,blue
O00399,DCTN6,Old_Post,-0.7592615377846488,blue
P14625,HSP90B1,Young_Pre,-0.30964203716541316,blue
P14625,HSP90B1,Young_Post,1.3569698583655732,blue
P14625,HSP90B1,Old_Pre,-1.030766873408144,blue
P14625,HSP90B1,Old_Post,-0.016560947791954557,blue
P41091,EIF2S3,Young_Pre,0.35324362271515974,blue
P41091,EIF2S3,Young_Post,1.2527139037681982,blue
P41091,EIF2S3,Old_Pre,-0.7124883497090827,blue
P41091,EIF2S3,Old_Post,-0.8934691767742964,blue
P68366,TUBA4A,Young_Pre,0.6271111534732983,blue
P68366,TUBA4A,Young_Post,0.9856080393363905,blue
P68366,TUBA4A,Old_Pre,-1.2155519695965624,blue
P68366,TUBA4A,Old_Post,-0.3971672232130735,blue
P50991,CCT4,Young_Pre,-0.6666137655082287,blue
P50991,CCT4,Young_Post,1.1427583559416037,blue
P50991,CCT4,Old_Pre,-0.9918536269240773,blue
P50991,CCT4,Old_Post,0.5157090364906712,blue
Q9UNM6,PSMD13,Young_Pre,0.5964829146124856,blue
Q9UNM6,PSMD13,Young_Post,1.0982031386930489,blue
Q9UNM6,PSMD13,Old_Pre,-0.8143461396330413,blue
Q9UNM6,PSMD13,Old_Post,-0.8803399136724933,blue
Q15075,EEA1,Young_Pre,0.06366778798089229,blue
Q15075,EEA1,Young_Post,1.3886347176389127,blue
Q15075,EEA1,Old_Pre,-0.8069248556352139,blue
Q15075,EEA1,Old_Post,-0.6453776499845701,blue
P43686,PSMC4,Young_Pre,0.5369746055828412,blue
P43686,PSMC4,Young_Post,1.120514665905753,blue
P43686,PSMC4,Old_Pre,-1.0318084359394606,blue
P43686,PSMC4,Old_Post,-0.6256808355491114,blue
P62333,PSMC6,Young_Pre,0.5488492357303498,blue
P62333,PSMC6,Young_Post,1.1183612123992142,blue
P62333,PSMC6,Old_Pre,-1.0042472116630197,blue
P62333,PSMC6,Old_Post,-0.6629632364665637,blue
Q9H2I8,LRMDA,Young_Pre,0.714937547977984,blue
Q9H2I8,LRMDA,Young_Post,1.0048910995766718,blue
Q9H2I8,LRMDA,Old_Pre,-0.8686576643282061,blue
Q9H2I8,LRMDA,Old_Post,-0.8511709832264496,blue
P40227,CCT6A,Young_Pre,-1.061744212508892,blue
P40227,CCT6A,Young_Post,1.1745896040756216,blue
P40227,CCT6A,Old_Pre,-0.5497134052045326,blue
P40227,CCT6A,Old_Post,0.4368680136377397,blue
Q9NSD9,FARSB,Young_Pre,-0.7299302535955872,blue
Q9NSD9,FARSB,Young_Post,1.4516915723896064,blue
Q9NSD9,FARSB,Old_Pre,-0.5837300512351256,blue
Q9NSD9,FARSB,Old_Post,-0.1380312675588808,blue
P17987,TCP1,Young_Pre,-0.45933970089701465,blue
P17987,TCP1,Young_Post,1.3802338347347476,blue
P17987,TCP1,Old_Pre,-0.9399982100542358,blue
P17987,TCP1,Old_Post,0.019104076216537657,blue
O76003,GLRX3,Young_Pre,-0.09885874672872187,blue
O76003,GLRX3,Young_Post,1.4015647611018516,blue
O76003,GLRX3,Old_Pre,-0.9491127162564402,blue
O76003,GLRX3,Old_Post,-0.3535932981167188,blue
Q9UL46,PSME2,Young_Pre,-0.1841222116313023,blue
Q9UL46,PSME2,Young_Post,1.3839422665825614,blue
Q9UL46,PSME2,Old_Pre,-1.0067384506583585,blue
Q9UL46,PSME2,Old_Post,-0.19308160429292084,blue
P50461,CSRP3,Young_Pre,-0.13016132961065566,blue
P50461,CSRP3,Young_Post,1.1791989140192949,blue
P50461,CSRP3,Old_Pre,-1.246428766750571,blue
P50461,CSRP3,Old_Post,0.1973911823419518,blue
P49368,CCT3,Young_Pre,-0.694309856726478,blue
P49368,CCT3,Young_Post,1.1403758204178858,blue
P49368,CCT3,Old_Pre,-0.9706924595080544,blue
P49368,CCT3,Old_Post,0.5246264958166864,blue
P04792,HSPB1,Young_Pre,-0.3848544403466736,blue
P04792,HSPB1,Young_Post,1.2836078142512957,blue
P04792,HSPB1,Old_Pre,-1.0819741993509884,blue
P04792,HSPB1,Old_Post,0.1832208254463663,blue
P31939,ATIC,Young_Pre,0.38618223216537845,blue
P31939,ATIC,Young_Post,1.2161795137166085,blue
P31939,ATIC,Old_Pre,-1.0109296412839714,blue
P31939,ATIC,Old_Post,-0.5914321045980342,blue
P16152,CBR1,Young_Pre,-0.062307346579696034,blue
P16152,CBR1,Young_Post,1.3475134882366064,blue
P16152,CBR1,Old_Pre,-1.063582749854828,blue
P16152,CBR1,Old_Post,-0.2216233918020695,blue
P26447,S100A4,Young_Pre,-0.8686687899763504,blue
P26447,S100A4,Young_Post,1.3064498173023213,blue
P26447,S100A4,Old_Pre,-0.6894100638670403,blue
P26447,S100A4,Old_Post,0.25162903654109225,blue
Q5VYK3,ECPAS,Young_Pre,-0.04711365681191975,blue
Q5VYK3,ECPAS,Young_Post,1.36798989510415,blue
Q5VYK3,ECPAS,Old_Pre,-0.30404863291499273,blue
Q5VYK3,ECPAS,Old_Post,-1.016827605377268,blue
P23327,HRC,Young_Pre,0.23182585369118036,blue
P23327,HRC,Young_Post,1.3180908986702609,blue
P23327,HRC,Old_Pre,-0.837296914732828,blue
P23327,HRC,Old_Post,-0.7126198376286382,blue
P48681,NES,Young_Pre,0.1482419924365114,blue
P48681,NES,Young_Post,1.3552391399153954,blue
P48681,NES,Old_Pre,-0.6771636674380662,blue
P48681,NES,Old_Post,-0.8263174649138554,blue
P78371,CCT2,Young_Pre,-1.0089394680818335,blue
P78371,CCT2,Young_Post,1.1815150416944469,blue
P78371,CCT2,Old_Pre,-0.6206903465366752,blue
P78371,CCT2,Old_Post,0.44811477292396684,blue
O00410,IPO5,Young_Pre,0.44373693063616804,blue
O00410,IPO5,Young_Post,1.2020906141792724,blue
O00410,IPO5,Old_Pre,-0.7798932072365651,blue
O00410,IPO5,Old_Post,-0.8659343375787548,blue
Q96FQ6,S100A16,Young_Pre,0.15483776115680212,blue
Q96FQ6,S100A16,Young_Post,1.3019110612075506,blue
Q96FQ6,S100A16,Old_Pre,-1.0600325866395277,blue
Q96FQ6,S100A16,Old_Post,-0.39671623572484593,blue
P63172,DYNLT1,Young_Pre,0.03523081093287952,blue
P63172,DYNLT1,Young_Post,1.3233770093377595,blue
P63172,DYNLT1,Old_Pre,-1.0821217824219054,blue
P63172,DYNLT1,Old_Post,-0.27648603784874504,blue
Q53GG5,PDLIM3,Young_Pre,0.13419236867857046,blue
Q53GG5,PDLIM3,Young_Post,1.3470657027679527,blue
Q53GG5,PDLIM3,Old_Pre,-0.9281705824562627,blue
Q53GG5,PDLIM3,Old_Post,-0.553087488990231,blue
P62280,RPS11,Young_Pre,-0.6549132015148924,blue
P62280,RPS11,Young_Post,1.392320166003574,blue
P62280,RPS11,Old_Pre,-0.7933496515330123,blue
P62280,RPS11,Old_Post,0.055942687044346386,blue
O00487,PSMD14,Young_Pre,0.7073937881212714,blue
O00487,PSMD14,Young_Post,1.0032133587729424,blue
O00487,PSMD14,Old_Pre,-0.9779179686137096,blue
O00487,PSMD14,Old_Post,-0.7326891782805215,blue
P26640,VARS1,Young_Pre,-1.164272973179399,blue
P26640,VARS1,Young_Post,1.1845935244013013,blue
P26640,VARS1,Old_Pre,-0.3572914924940655,blue
P26640,VARS1,Old_Post,0.3369709412721952,blue
Q9BUF5,TUBB6,Young_Pre,-0.8976572842783319,blue
Q9BUF5,TUBB6,Young_Post,1.2350405904633563,blue
Q9BUF5,TUBB6,Old_Pre,-0.7218518433827296,blue
Q9BUF5,TUBB6,Old_Post,0.3844685371976886,blue
P27816,MAP4,Young_Pre,0.2728473375036483,blue
P27816,MAP4,Young_Post,1.2963557742502956,blue
P27816,MAP4,Old_Pre,-0.8677184434991074,blue
P27816,MAP4,Old_Post,-0.7014846682548193,blue
Q05639,EEF1A2,Young_Pre,0.5753596008757857,blue
Q05639,EEF1A2,Young_Post,1.1047878766798644,blue
Q05639,EEF1A2,Old_Pre,-0.9760099445012563,blue
Q05639,EEF1A2,Old_Post,-0.7041375330543795,blue
P07355,ANXA2,Young_Pre,-0.39919716849412773,blue
P07355,ANXA2,Young_Post,1.3868367454822896,blue
P07355,ANXA2,Old_Pre,-0.9572901192757203,blue
P07355,ANXA2,Old_Post,-0.03034945771244161,blue
P17655,CAPN2,Young_Pre,-0.9713819470410228,blue
P17655,CAPN2,Young_Post,1.1387033827049622,blue
P17655,CAPN2,Old_Pre,-0.6943052493569497,blue
P17655,CAPN2,Old_Post,0.5269838136930316,blue
Q14BN4,SLMAP,Young_Pre,-1.177224037249193,blue
Q14BN4,SLMAP,Young_Post,1.239555074258549,blue
Q14BN4,SLMAP,Old_Pre,-0.22572168637817605,blue
Q14BN4,SLMAP,Old_Post,0.1633906493688827,blue
Q8TD19,NEK9,Young_Pre,-0.10055618367817262,blue
Q8TD19,NEK9,Young_Post,1.4445468991140888,blue
Q8TD19,NEK9,Old_Pre,-0.669063754489453,blue
Q8TD19,NEK9,Old_Post,-0.6749269609464632,blue
O60884,DNAJA2,Young_Pre,-0.065469533575457,blue
O60884,DNAJA2,Young_Post,1.3584213012554045,blue
O60884,DNAJA2,Old_Pre,-1.0430507013054886,blue
O60884,DNAJA2,Old_Post,-0.24990106637450415,blue
Q9UPY8,MAPRE3,Young_Pre,0.4964967305266058,blue
Q9UPY8,MAPRE3,Young_Post,1.1091257519259803,blue
Q9UPY8,MAPRE3,Old_Pre,-1.1450971487016088,blue
Q9UPY8,MAPRE3,Old_Post,-0.4605253337509955,blue
Q14997,PSME4,Young_Pre,0.05109239759601288,blue
Q14997,PSME4,Young_Post,1.394599771436529,blue
Q14997,PSME4,Old_Pre,-0.7839530424509595,blue
Q14997,PSME4,Old_Post,-0.6617391265815824,blue
Q9GZV1,ANKRD2,Young_Pre,-0.31513129206599916,blue
Q9GZV1,ANKRD2,Young_Post,1.339611357691596,blue
Q9GZV1,ANKRD2,Old_Pre,-1.0513847150050555,blue
Q9GZV1,ANKRD2,Old_Post,0.026904649379447053,blue
P41227,NAA10,Young_Pre,-0.20908067771418384,blue
P41227,NAA10,Young_Post,1.3011233497276118,blue
P41227,NAA10,Old_Pre,-1.1235525906808936,blue
P41227,NAA10,Old_Post,0.03150991866744178,blue
P11441,UBL4A,Young_Pre,0.3757505762451883,blue
P11441,UBL4A,Young_Post,1.2144914160619185,blue
P11441,UBL4A,Old_Pre,-0.5507981485575012,blue
P11441,UBL4A,Old_Post,-1.0394438437496056,blue
Q86UP2,KTN1,Young_Pre,-0.023492587470172126,blue
Q86UP2,KTN1,Young_Post,1.411041008399217,blue
Q86UP2,KTN1,Old_Pre,-0.5425028305899715,blue
Q86UP2,KTN1,Old_Post,-0.845045590339093,blue
Q9Y6G9,DYNC1LI1,Young_Pre,-0.9080029635534796,blue
Q9Y6G9,DYNC1LI1,Young_Post,1.3982571526884384,blue
Q9Y6G9,DYNC1LI1,Old_Pre,-0.4689942071047275,blue
Q9Y6G9,DYNC1LI1,Old_Post,-0.021259982030262657,blue
Q96L96,ALPK3,Young_Pre,0.5620628544501975,blue
Q96L96,ALPK3,Young_Post,1.053707349862068,blue
Q96L96,ALPK3,Old_Pre,-1.1742384097175158,blue
Q96L96,ALPK3,Old_Post,-0.4415317945947195,blue
P24534,EEF1B2,Young_Pre,-0.26866238273834864,blue
P24534,EEF1B2,Young_Post,1.437037253014452,blue
P24534,EEF1B2,Old_Pre,-0.8843495070289294,blue
P24534,EEF1B2,Old_Post,-0.28402536324722877,blue
P13807,GYS1,Young_Pre,0.19195480524664157,blue
P13807,GYS1,Young_Post,1.308246991181811,blue
P13807,GYS1,Old_Pre,-1.0014377715564442,blue
P13807,GYS1,Old_Post,-0.4987640248720085,blue
P55209,NAP1L1,Young_Pre,-0.15627674675037603,blue
P55209,NAP1L1,Young_Post,1.2823060524711172,blue
P55209,NAP1L1,Old_Pre,-1.1534796253820654,blue
P55209,NAP1L1,Old_Post,0.02745031966132438,blue
Q12988,HSPB3,Young_Pre,-0.06824448371871032,blue
Q12988,HSPB3,Young_Post,1.385360030917511,blue
Q12988,HSPB3,Old_Pre,-0.9816085380636047,blue
Q12988,HSPB3,Old_Post,-0.33550700913517834,blue
P07814,EPRS1,Young_Pre,-0.47633369697737343,blue
P07814,EPRS1,Young_Post,1.499776736951137,blue
P07814,EPRS1,Old_Pre,-0.5171122708035054,blue
P07814,EPRS1,Old_Post,-0.5063307691702227,blue
P02511,CRYAB,Young_Pre,-0.341302404788295,blue
P02511,CRYAB,Young_Post,1.0801800205442162,blue
P02511,CRYAB,Old_Pre,-1.2190721776823128,blue
P02511,CRYAB,Old_Post,0.4801945619264414,blue
Q04446,GBE1,Young_Pre,-0.6453179272334175,blue
Q04446,GBE1,Young_Post,1.2945291541912378,blue
Q04446,GBE1,Old_Pre,-0.9149535757588186,blue
Q04446,GBE1,Old_Post,0.26574234880093023,blue
Q9BTV4,TMEM43,Young_Pre,-0.060161539747706876,blue
Q9BTV4,TMEM43,Young_Post,1.3120788279591273,blue
Q9BTV4,TMEM43,Old_Pre,-1.121529673371588,blue
Q9BTV4,TMEM43,Old_Post,-0.13038761483978006,blue
Q15691,MAPRE1,Young_Pre,0.4962341668173568,blue
Q15691,MAPRE1,Young_Post,1.1245494594671688,blue
Q15691,MAPRE1,Old_Pre,-1.1067618380090793,blue
Q15691,MAPRE1,Old_Post,-0.5140217882755035,blue
Q04828,AKR1C1,Young_Pre,-0.022150075882646714,blue
Q04828,AKR1C1,Young_Post,1.413306743589437,blue
Q04828,AKR1C1,Old_Pre,-0.8267556672812713,blue
Q04828,AKR1C1,Old_Post,-0.5644010004255074,blue
P51572,BCAP31,Young_Pre,-0.19505166670486718,blue
P51572,BCAP31,Young_Post,1.4250858480771984,blue
P51572,BCAP31,Old_Pre,-0.9104770111945613,blue
P51572,BCAP31,Old_Post,-0.3195571701776759,blue
P08238,HSP90AB1,Young_Pre,-0.5341500255286098,blue
P08238,HSP90AB1,Young_Post,1.4128067864798697,blue
P08238,HSP90AB1,Old_Pre,-0.8471530257102812,blue
P08238,HSP90AB1,Old_Post,-0.031503735240850816,blue
O43852,CALU,Young_Pre,-0.17157532414467053,blue
O43852,CALU,Young_Post,1.290623457217961,blue
O43852,CALU,Old_Pre,-1.1420696174406073,blue
O43852,CALU,Old_Post,0.023021484367330407,blue
P14868,DARS1,Young_Pre,-0.7630209060592701,blue
P14868,DARS1,Young_Post,1.4538479745512236,blue
P14868,DARS1,Old_Pre,-0.5263888703130802,blue
P14868,DARS1,Old_Post,-0.16443819817887334,blue
Q9NZB2,FAM120A,Young_Pre,0.04102327261942775,blue
Q9NZB2,FAM120A,Young_Post,1.272341869326936,blue
Q9NZB2,FAM120A,Old_Pre,-1.1651111601680268,blue
Q9NZB2,FAM120A,Old_Post,-0.14825398177838325,blue
Q16531,DDB1,Young_Pre,-0.5149586602914136,blue
Q16531,DDB1,Young_Post,1.4877252701388393,blue
Q16531,DDB1,Old_Pre,-0.641872308014227,blue
Q16531,DDB1,Old_Post,-0.3308943018331987,blue
Q9Y394,DHRS7,Young_Pre,-0.018639925764225875,blue
Q9Y394,DHRS7,Young_Post,1.374858957869543,blue
Q9Y394,DHRS7,Old_Pre,-0.9861276710460574,blue
Q9Y394,DHRS7,Old_Post,-0.3700913610592075,blue
O43396,TXNL1,Young_Pre,0.4057930824905131,blue
O43396,TXNL1,Young_Post,1.2061216385294675,blue
O43396,TXNL1,Old_Pre,-1.007784060123107,blue
O43396,TXNL1,Old_Post,-0.6041306608968187,blue
P07737,PFN1,Young_Pre,-0.7587371551462462,blue
P07737,PFN1,Young_Post,1.4728540761134477,blue
P07737,PFN1,Old_Pre,-0.35273923192136525,blue
P07737,PFN1,Old_Post,-0.3613776890458362,blue
Q9BQE5,APOL2,Young_Pre,0.0711013541086798,blue
Q9BQE5,APOL2,Young_Post,1.26869807864067,blue
Q9BQE5,APOL2,Old_Pre,-1.1637714217292388,blue
Q9BQE5,APOL2,Old_Post,-0.17602801102009588,blue
Q7Z4G1,COMMD6,Young_Pre,-0.580244524004255,blue
Q7Z4G1,COMMD6,Young_Post,1.4958182390871977,blue
Q7Z4G1,COMMD6,Old_Pre,-0.39987971591904825,blue
Q7Z4G1,COMMD6,Old_Post,-0.5156939991638946,blue
Q9HDC9,APMAP,Young_Pre,-0.04784171709386517,blue
Q9HDC9,APMAP,Young_Post,1.3320242672724811,blue
Q9HDC9,APMAP,Old_Pre,-1.088667198315741,blue
Q9HDC9,APMAP,Old_Post,-0.19551535186290425,blue
Q9P2J5,LARS1,Young_Pre,0.3707786911618297,blue
Q9P2J5,LARS1,Young_Post,1.2300079392789356,blue
Q9P2J5,LARS1,Old_Pre,-0.9852509812666279,blue
Q9P2J5,LARS1,Old_Post,-0.6155356491741594,blue
P42330,AKR1C3,Young_Pre,-1.025546023287846,blue
P42330,AKR1C3,Young_Post,1.3629222960300393,blue
P42330,AKR1C3,Old_Pre,-0.298662738501635,blue
P42330,AKR1C3,Old_Post,-0.038713534240558393,blue
