module,uniprot_id,gene,kME,kME_ci_lo,kME_ci_hi,kME_p,GS_pheno,GS,GS_ci_lo,GS_ci_hi,GS_p,GS_n
turquoise,P51649,ALDH5A1,0.9029,0.8433,0.9405,1.1412745233548986e-23,"Age (Young=0, Old=1)",0.6483,0.4755,0.7729,1.2208561467508587e-8,62
turquoise,P53597,SUCLG1,0.7424,0.6048,0.837,4.974206458069114e-12,"Age (Young=0, Old=1)",0.2899,0.0433,0.5033,0.022258765418945357,62
turquoise,Q16595,FXN,0.805,0.695,0.8782,3.1418484138348736e-15,"Age (Young=0, Old=1)",0.6319,0.4538,0.7615,3.6246361231639455e-8,62
turquoise,Q16762,TST,0.8635,0.7824,0.9157,1.7369791860701047e-19,"Age (Young=0, Old=1)",0.4631,0.2412,0.6389,1.506429862579895e-4,62
turquoise,Q8NI60,COQ8A,0.8051,0.6951,0.8783,3.097958498974132e-15,"Age (Young=0, Old=1)",0.499,0.2847,0.6658,3.653167933801233e-5,62
turquoise,Q99798,ACO2,0.8643,0.7837,0.9163,1.4606208192502455e-19,"Age (Young=0, Old=1)",0.4954,0.2803,0.6631,4.240705664659726e-5,62
turquoise,Q9NSE4,IARS2,0.7734,0.6489,0.8575,1.7460529383035994e-13,"Age (Young=0, Old=1)",0.3713,0.1339,0.5683,0.0029685708719715785,62
turquoise,Q9P0J1,PDP1,0.7844,0.6649,0.8647,4.652187715078883e-14,"Age (Young=0, Old=1)",0.5927,0.4025,0.7338,3.8757948356880725e-7,62
turquoise,Q9P2R7,SUCLA2,0.7728,0.6481,0.8571,1.8709593624152233e-13,"Age (Young=0, Old=1)",0.3449,0.1041,0.5475,0.006050621521183615,62
turquoise,Q9Y4W6,AFG3L2,0.7426,0.6051,0.8371,4.868491485553859e-12,"Age (Young=0, Old=1)",0.2835,0.0363,0.498,0.02553389510566871,62
brown,O43707,ACTN4,0.9207,0.8714,0.9517,3.319920712278931e-26,"Age (Young=0, Old=1)",-0.4139,-0.6015,-0.1831,8.248936008924189e-4,62
brown,P02585,TNNC2,0.8583,0.7745,0.9124,4.921222973929997e-19,"Age (Young=0, Old=1)",-0.2774,-0.493,-0.0297,0.02906757476327235,62
brown,P07951,TPM2,0.9445,0.9093,0.9663,1.04738216974716e-30,"Age (Young=0, Old=1)",-0.3584,-0.5582,-0.1193,0.004234916280036,62
brown,P09493,TPM1,0.947,0.9133,0.9679,2.7558198142870047e-31,"Age (Young=0, Old=1)",-0.4308,-0.6145,-0.2029,4.7299557995581675e-4,62
brown,P10828,THRB,0.8961,0.8327,0.9363,7.81755933620841e-23,"Age (Young=0, Old=1)",-0.4525,-0.631,-0.2286,2.2199771281072278e-4,62
brown,P12814,ACTN1,0.9064,0.8487,0.9427,4.007075372716511e-24,"Age (Young=0, Old=1)",-0.4077,-0.5967,-0.1759,0.001004354808234136,62
brown,P35609,ACTN2,0.9093,0.8533,0.9445,1.6285306553235089e-24,"Age (Young=0, Old=1)",-0.3844,-0.5786,-0.1489,0.0020379895950388325,62
brown,P45378,TNNT3,0.9125,0.8584,0.9465,5.704077857595467e-25,"Age (Young=0, Old=1)",-0.4075,-0.5966,-0.1756,0.0010109356667072338,62
brown,P48788,TNNI2,0.9285,0.8837,0.9565,1.6847594281399552e-27,"Age (Young=0, Old=1)",-0.4478,-0.6274,-0.223,2.627107319757379e-4,62
brown,P60709,ACTB,0.8856,0.8164,0.9297,1.2070466758013383e-21,"Age (Young=0, Old=1)",-0.1919,-0.4215,0.0607,0.13505370220249172,62
brown,P68133,ACTA1,0.8486,0.7598,0.9063,3.1050250939366662e-18,"Age (Young=0, Old=1)",-0.1432,-0.3794,0.1105,0.2666903631501032,62
brown,Q5TDH0,DDI2,0.8753,0.8005,0.9232,1.376431593265831e-20,"Age (Young=0, Old=1)",-0.4774,-0.6497,-0.2585,8.720604093996684e-5,62
brown,Q9NP98,MYOZ1,0.899,0.8372,0.9381,3.5082803231438726e-23,"Age (Young=0, Old=1)",-0.4255,-0.6104,-0.1966,5.656676827308399e-4,62
brown,Q9NZQ9,TMOD4,0.9115,0.8567,0.9459,8.045707197086112e-25,"Age (Young=0, Old=1)",-0.3695,-0.5669,-0.1319,0.0031224477103904214,62
magenta,O00232,PSMD12,0.7959,0.6816,0.8722,1.0775424411139102e-14,"Age (Young=0, Old=1)",-0.3568,-0.5569,-0.1175,0.00441862151104958,62
magenta,P41091,EIF2S3,0.8518,0.7648,0.9083,1.6932508955230538e-18,"Age (Young=0, Old=1)",-0.5939,-0.7347,-0.4041,3.6152853338441956e-7,62
magenta,P62979,RPS27A,0.8956,0.8319,0.936,8.893731404253823e-23,"Age (Young=0, Old=1)",-0.6545,-0.7772,-0.4839,7.909985375982996e-9,62
magenta,Q05639,EEF1A2,0.8467,0.7571,0.9051,4.332801856003156e-18,"Age (Young=0, Old=1)",-0.4669,-0.6418,-0.2458,1.3064532849305077e-4,62
magenta,Q15008,PSMD6,0.8182,0.7144,0.8868,4.692402316680984e-16,"Age (Young=0, Old=1)",-0.4759,-0.6486,-0.2566,9.252582039037673e-5,62
blue,E9PAV3,NACA,0.7599,0.6297,0.8486,7.949947219454822e-13,"Age (Young=0, Old=1)",-0.6239,-0.7559,-0.4432,6.037858382946257e-8,62
blue,O75923,DYSF,0.8023,0.691,0.8764,4.5534823764370304e-15,"Age (Young=0, Old=1)",-0.4797,-0.6514,-0.2612,7.989566000770176e-5,62
blue,P06703,S100A6,0.7547,0.6222,0.8451,1.4010764141576143e-12,"Age (Young=0, Old=1)",-0.3536,-0.5544,-0.1139,0.004810030424450616,62
blue,P07437,TUBB,0.7822,0.6617,0.8633,6.065965617367249e-14,"Age (Young=0, Old=1)",-0.2152,-0.4412,0.0365,0.09303198913417825,62
blue,P10636,MAPT,0.789,0.6716,0.8678,2.615010794027766e-14,"Age (Young=0, Old=1)",-0.5752,-0.7213,-0.3801,1.0074891334037412e-6,62
blue,P11142,HSPA8,0.7946,0.6797,0.8714,1.2785126204726266e-14,"Age (Young=0, Old=1)",-0.4671,-0.642,-0.2461,1.2934930270087493e-4,62
blue,P21333,FLNA,0.7293,0.5863,0.8282,1.7896322251968602e-11,"Age (Young=0, Old=1)",-0.5427,-0.6979,-0.3389,5.188985863593965e-6,62
blue,P26038,MSN,0.8915,0.8256,0.9334,2.654494715385354e-22,"Age (Young=0, Old=1)",-0.5188,-0.6804,-0.3091,1.5618579564667483e-5,62
blue,P35998,PSMC2,0.7369,0.597,0.8333,8.591334437733869e-12,"Age (Young=0, Old=1)",-0.637,-0.7651,-0.4605,2.6039228981859128e-8,62
blue,P48643,CCT5,0.8042,0.6938,0.8777,3.4887876391867866e-15,"Age (Young=0, Old=1)",-0.2193,-0.4447,0.0322,0.0867314995396027,62
blue,P50990,CCT8,0.743,0.6057,0.8374,4.672058249440052e-12,"Age (Young=0, Old=1)",-0.094,-0.3359,0.1595,0.4675133500970491,62
blue,P55072,VCP,0.7506,0.6164,0.8424,2.155062550149829e-12,"Age (Young=0, Old=1)",-0.5334,-0.6911,-0.3272,8.062310562640973e-6,62
blue,P68363,TUBA1B,0.7893,0.672,0.868,2.5118315442938385e-14,"Age (Young=0, Old=1)",-0.198,-0.4267,0.0544,0.12283520130682898,62
blue,Q00765,REEP5,0.8746,0.7995,0.9228,1.5828467745180453e-20,"Age (Young=0, Old=1)",-0.4649,-0.6403,-0.2434,1.4093577575091754e-4,62
blue,Q14204,DYNC1H1,0.8411,0.7485,0.9015,1.1814351426261254e-17,"Age (Young=0, Old=1)",-0.54,-0.6959,-0.3354,5.9195336956040766e-6,62
blue,Q14232,EIF2B1,0.7272,0.5834,0.8268,2.178928750243961e-11,"Age (Young=0, Old=1)",-0.6201,-0.7532,-0.4382,7.64887238169707e-8,62
blue,Q14315,FLNC,0.7376,0.5981,0.8338,8.006179135043018e-12,"Age (Young=0, Old=1)",-0.6173,-0.7513,-0.4346,9.081649938617736e-8,62
blue,Q14974,KPNB1,0.7987,0.6858,0.8741,7.367059331330659e-15,"Age (Young=0, Old=1)",-0.67,-0.7879,-0.5047,2.594636684798993e-9,62
blue,Q16082,HSPB2,0.7446,0.6079,0.8385,3.979672717895095e-12,"Age (Young=0, Old=1)",-0.3378,-0.5419,-0.0962,0.007247819219540452,62
blue,Q99584,S100A13,0.7762,0.653,0.8593,1.2563744776817035e-13,"Age (Young=0, Old=1)",-0.2739,-0.4901,-0.0259,0.031248411907856325,62
blue,Q99832,CCT7,0.7589,0.6282,0.8479,8.892625844715594e-13,"Age (Young=0, Old=1)",-0.3713,-0.5683,-0.1339,0.002971074460208937,62
blue,Q9Y696,CLIC4,0.7213,0.5752,0.8228,3.7707610931646966e-11,"Age (Young=0, Old=1)",-0.5694,-0.7172,-0.3726,1.3681165695909856e-6,62
green,O43676,NDUFB3,0.893,0.8279,0.9344,1.8070002135480158e-22,ΔVL Thickness (cm),-0.2774,-0.4963,-0.0252,0.031900742116711046,62
green,O75489,NDUFS3,0.8858,0.8167,0.9298,1.1455371985098118e-21,ΔVL Thickness (cm),-0.3842,-0.5814,-0.1443,0.0024414973273029074,62
green,O95167,NDUFA3,0.9111,0.8561,0.9457,9.098103295845743e-25,ΔVL Thickness (cm),-0.2851,-0.5027,-0.0336,0.027231178740870915,62
green,O95168,NDUFB4,0.9169,0.8653,0.9493,1.2837794328635948e-25,ΔVL Thickness (cm),-0.331,-0.5396,-0.0842,0.009783240072251956,62
green,O95182,NDUFA7,0.9099,0.8543,0.9449,1.313105333766488e-24,ΔVL Thickness (cm),-0.2701,-0.4904,-0.0173,0.03690065267049086,62
green,O95298,NDUFC2,0.9195,0.8694,0.9509,5.177722129254105e-26,ΔVL Thickness (cm),-0.2857,-0.5031,-0.0342,0.026920049045183247,62
green,P19404,NDUFV2,0.9124,0.8582,0.9465,5.964922632592637e-25,ΔVL Thickness (cm),-0.2978,-0.513,-0.0475,0.020821814319065164,62
green,P28331,NDUFS1,0.9466,0.9125,0.9676,3.5380833143853668e-31,ΔVL Thickness (cm),-0.3596,-0.5622,-0.1163,0.004767594352248883,62
green,P49821,NDUFV1,0.9262,0.88,0.955,4.219130299186537e-27,ΔVL Thickness (cm),-0.3331,-0.5413,-0.0865,0.009295007991034441,62
green,Q16718,NDUFA5,0.9066,0.8491,0.9429,3.746258591790032e-24,ΔVL Thickness (cm),-0.3764,-0.5753,-0.1354,0.003037512958031366,62
green,Q16795,NDUFA9,0.8972,0.8345,0.937,5.699738220066495e-23,ΔVL Thickness (cm),-0.3544,-0.5581,-0.1104,0.00546118553368787,62
green,Q9Y6M9,NDUFB9,0.896,0.8325,0.9362,8.073556087018727e-23,ΔVL Thickness (cm),-0.3075,-0.5208,-0.0581,0.016842297930472146,62
